tone_label,L_value,R,G,B,source_file
Fair,201.0,224,197,178,allCategories.csv
Fair,201.0,235,191,167,allCategories.csv
Fair,201.0,237,198,165,allCategories.csv
Fair,201.0,244,199,158,allCategories.csv
Fair,201.0,237,199,165,allCategories.csv
Fair,201.0,231,212,171,allNumbers.csv
Fair,201.0,245,193,157,allCategories.csv
Fair,201.0,231,205,171,allCategories.csv
Fair,201.0,234,199,168,allCategories.csv
Fair,201.0,244,205,158,allCategories.csv
Fair,201.0,246,204,156,allCategories.csv
Fair,201.0,232,201,170,allNumbers.csv
Fair,201.0,219,193,183,allCategories.csv
Fair,201.0,237,191,165,allCategories.csv
Fair,201.0,249,207,153,allCategories.csv
Fair,201.0,227,201,175,allCategories.csv
Fair,200.5,225,202,176,allCategories.csv
Fair,200.5,240,194,161,allCategories.csv
Fair,200.5,238,200,163,allCategories.csv
Fair,200.5,234,192,167,allCategories.csv
Fair,200.5,237,192,164,allCategories.csv
Fair,200.5,231,197,170,allCategories.csv
Fair,200.5,229,191,172,allCategories.csv
Fair,200.5,247,207,154,allCategories.csv
Fair,200.5,230,187,171,allCategories.csv
Fair,200.5,236,200,165,allCategories.csv
Fair,200.5,252,190,149,allCategories.csv
Fair,200.5,244,191,157,allCategories.csv
Fair,200.5,237,201,164,allCategories.csv
Fair,200.5,232,190,169,allCategories.csv
Fair,200.5,247,196,154,allCategories.csv
Fair,200.5,219,199,182,allCategories.csv
Fair,200.5,228,203,173,allCategories.csv
Fair,200.5,222,193,179,allNumbers.csv
Fair,200.5,235,194,166,allCategories.csv
Fair,200.5,229,200,172,allCategories.csv
Fair,200.5,249,201,152,allNumbers.csv
Fair,200.5,231,194,170,allNumbers.csv
Fair,200.5,226,192,175,allCategories.csv
Fair,200.5,229,206,172,allCategories.csv
Fair,200.5,227,193,174,allCategories.csv
Fair,200.5,239,204,162,allCategories.csv
Fair,200.5,241,197,160,allCategories.csv
Fair,200.5,243,202,158,allShades.csv
Fair,200.5,219,191,182,allCategories.csv
Fair,200.5,227,197,174,allCategories.csv
Fair,200.5,238,198,163,allCategories.csv
Fair,200.5,229,192,172,allCategories.csv
Fair,200.5,238,195,163,allShades.csv
Fair,200.5,222,194,179,allCategories.csv
Fair,200.5,236,207,165,allShades.csv
Fair,200.5,236,190,165,allCategories.csv
Fair,200.5,219,200,182,allCategories.csv
Fair,200.5,228,191,173,allCategories.csv
Fair,200.5,225,198,176,allCategories.csv
Fair,200.5,235,201,166,allCategories.csv
Fair,200.5,243,197,158,allCategories.csv
Fair,200.0,240,206,160,allShades.csv
Fair,200.0,231,194,169,allCategories.csv
Fair,200.0,228,194,172,allCategories.csv
Fair,200.0,238,197,162,allCategories.csv
Fair,200.0,233,189,167,allCategories.csv
Fair,200.0,239,200,161,allCategories.csv
Fair,200.0,233,197,167,allCategories.csv
Fair,200.0,247,200,153,allCategories.csv
Fair,200.0,227,200,173,allCategories.csv
Fair,200.0,246,194,154,allNumbers.csv
Fair,200.0,243,194,157,allCategories.csv
Fair,200.0,243,190,157,allCategories.csv
Fair,200.0,243,195,157,allCategories.csv
Fair,200.0,229,197,171,allNumbers.csv
Fair,200.0,251,189,149,allCategories.csv
Fair,200.0,241,202,159,allShades.csv
Fair,200.0,226,200,174,allCategories.csv
Fair,200.0,241,206,159,allNumbers.csv
Fair,200.0,241,194,159,allNumbers.csv
Fair,200.0,236,200,164,allCategories.csv
Fair,200.0,243,202,157,allNumbers.csv
Fair,200.0,230,199,170,allCategories.csv
Fair,200.0,228,198,172,allCategories.csv
Fair,200.0,238,198,162,allCategories.csv
Fair,200.0,248,197,152,allCategories.csv
Fair,200.0,239,194,161,allShades.csv
Fair,200.0,234,195,166,allCategories.csv
Fair,200.0,229,201,171,allCategories.csv
Fair,200.0,227,201,173,allCategories.csv
Fair,200.0,231,206,169,allCategories.csv
Fair,200.0,232,197,168,allCategories.csv
Fair,200.0,244,201,156,allCategories.csv
Fair,200.0,244,197,156,allNumbers.csv
Fair,200.0,235,182,165,allShades.csv
Fair,199.5,234,194,165,allNumbers.csv
Fair,199.5,241,191,158,allCategories.csv
Fair,199.5,227,194,172,allCategories.csv
Fair,199.5,241,199,158,allCategories.csv
Fair,199.5,234,200,165,allCategories.csv
Fair,199.5,227,197,172,allCategories.csv
Fair,199.5,233,182,166,allCategories.csv
Fair,199.5,243,198,156,allCategories.csv
Fair,199.5,239,195,160,allCategories.csv
Fair,199.5,224,197,175,allNumbers.csv
Fair,199.5,231,189,168,allCategories.csv
Fair,199.5,233,190,166,allCategories.csv
Fair,199.5,227,199,172,allCategories.csv
Fair,199.5,232,209,167,allShades.csv
Fair,199.5,232,194,167,allNumbers.csv
Fair,199.5,238,195,161,allCategories.csv
Fair,199.5,235,193,164,allCategories.csv
Fair,199.5,249,192,150,allCategories.csv
Fair,199.5,242,200,157,allCategories.csv
Fair,199.5,233,205,166,allCategories.csv
Fair,199.5,242,201,157,allCategories.csv
Fair,199.5,245,194,154,allCategories.csv
Fair,199.5,238,203,161,allShades.csv
Fair,199.5,236,191,163,allCategories.csv
Fair,199.5,237,184,162,allCategories.csv
Fair,199.5,226,194,173,allCategories.csv
Fair,199.5,233,183,166,allCategories.csv
Fair,199.5,233,193,166,allCategories.csv
Fair,199.5,220,193,179,allCategories.csv
Fair,199.5,222,194,177,allCategories.csv
Fair,199.5,241,203,158,allNumbers.csv
Fair,199.5,236,192,163,allCategories.csv
Fair,199.5,237,206,162,allCategories.csv
Fair,199.5,227,189,172,allCategories.csv
Fair,199.5,246,194,153,allNumbers.csv
Fair,199.5,231,195,168,allCategories.csv
Fair,199.5,220,195,179,allCategories.csv
Fair,199.5,242,199,157,allCategories.csv
Fair,199.5,249,196,150,allCategories.csv
Fair,199.5,231,200,168,allCategories.csv
Fair,199.5,251,212,148,allCategories.csv
Fair,199.5,239,188,160,allCategories.csv
Fair,199.5,227,190,172,allCategories.csv
Fair,199.0,238,199,160,allCategories.csv
Fair,199.0,234,195,164,allCategories.csv
Fair,199.0,237,202,161,allNumbers.csv
Fair,199.0,245,199,153,allCategories.csv
Fair,199.0,231,198,167,allCategories.csv
Fair,199.0,239,195,159,allCategories.csv
Fair,199.0,248,201,150,allCategories.csv
Fair,199.0,241,191,157,allCategories.csv
Fair,199.0,237,191,161,allCategories.csv
Fair,199.0,226,193,172,allCategories.csv
Fair,199.0,231,197,167,allCategories.csv
Fair,199.0,237,198,161,allCategories.csv
Fair,199.0,230,194,168,allCategories.csv
Fair,199.0,232,198,166,allCategories.csv
Fair,199.0,234,191,164,allCategories.csv
Fair,199.0,225,193,173,allShades.csv
Fair,199.0,246,194,152,allNumbers.csv
Fair,199.0,229,195,169,allCategories.csv
Fair,199.0,224,200,174,allShades.csv
Fair,199.0,242,196,156,allCategories.csv
Fair,199.0,235,201,163,allShades.csv
Fair,199.0,237,197,161,allNumbers.csv
Fair,199.0,238,195,160,allCategories.csv
Fair,199.0,229,196,169,allCategories.csv
Fair,199.0,232,195,166,allNumbers.csv
Fair,198.9,225,183,160,shades.csv
Fair,198.9,219,188,159,shades.csv
Fair,198.9,226,183,143,shades.csv
Fair,198.9,218,188,150,shades.csv
Fair,198.9,230,184,152,shades.csv
Fair,198.9,228,186,140,shades.csv
Fair,198.9,226,185,150,shades.csv
Fair,198.9,231,181,144,shades.csv
Fair,198.9,232,182,132,shades.csv
Fair,198.9,233,180,148,shades.csv
Fair,198.9,238,182,126,shades.csv
Fair,198.9,231,183,156,shades.csv
Fair,198.9,230,182,133,shades.csv
Fair,198.9,216,187,163,shades.csv
Fair,198.9,222,186,150,shades.csv
Fair,198.9,223,185,175,shades.csv
Fair,198.9,235,182,140,shades.csv
Fair,198.9,232,183,147,shades.csv
Fair,198.9,243,178,125,shades.csv
Fair,198.5,230,197,167,allCategories.csv
Fair,198.5,224,196,173,allCategories.csv
Fair,198.5,230,183,167,allCategories.csv
Fair,198.5,229,200,168,allCategories.csv
Fair,198.5,248,199,149,allCategories.csv
Fair,198.5,233,199,164,allCategories.csv
Fair,198.5,238,196,159,allCategories.csv
Fair,198.5,238,194,159,allCategories.csv
Fair,198.5,228,199,169,allCategories.csv
Fair,198.5,222,192,175,allCategories.csv
Fair,198.5,221,194,176,allCategories.csv
Fair,198.5,240,198,157,allCategories.csv
Fair,198.5,229,194,168,allShades.csv
Fair,198.5,226,199,171,allCategories.csv
Fair,198.5,234,193,163,allNumbers.csv
Fair,198.5,251,191,146,allShades.csv
Fair,198.5,227,193,170,allNumbers.csv
Fair,198.5,230,195,167,allCategories.csv
Fair,198.5,233,195,164,allNumbers.csv
Fair,198.5,253,202,144,allCategories.csv
Fair,198.5,229,195,168,allCategories.csv
Fair,198.5,235,194,162,allCategories.csv
Fair,198.5,236,205,161,allShades.csv
Fair,198.5,232,202,165,allNumbers.csv
Fair,198.5,233,197,164,allCategories.csv
Fair,198.5,228,196,169,allCategories.csv
Fair,198.5,224,195,173,allCategories.csv
Fair,198.5,224,198,173,allCategories.csv
Fair,198.0,232,198,164,allCategories.csv
Fair,198.0,220,196,176,allCategories.csv
Fair,198.0,223,197,173,allCategories.csv
Fair,198.0,224,193,172,allCategories.csv
Fair,198.0,232,194,164,allNumbers.csv
Fair,198.0,226,201,170,allCategories.csv
Fair,198.0,230,192,166,allShades.csv
Fair,198.0,239,199,157,allCategories.csv
Fair,198.0,242,176,154,allCategories.csv
Fair,198.0,233,192,163,allCategories.csv
Fair,198.0,244,195,152,allCategories.csv
Fair,198.0,240,196,156,allCategories.csv
Fair,198.0,223,192,173,allCategories.csv
Fair,198.0,244,194,152,allShades.csv
Fair,198.0,232,193,164,allCategories.csv
Fair,198.0,234,191,162,allCategories.csv
Fair,198.0,238,204,158,allNumbers.csv
Fair,198.0,236,190,160,allCategories.csv
Fair,198.0,235,195,161,allNumbers.csv
Fair,198.0,225,195,171,allCategories.csv
Fair,198.0,230,198,166,allShades.csv
Fair,198.0,239,194,157,allCategories.csv
Fair,198.0,219,198,177,allCategories.csv
Fair,198.0,229,195,167,allCategories.csv
Fair,198.0,234,192,162,allNumbers.csv
Fair,198.0,227,197,169,allCategories.csv
Fair,198.0,230,199,166,allCategories.csv
Fair,198.0,229,193,167,allNumbers.csv
Fair,198.0,233,199,163,allCategories.csv
Fair,198.0,224,203,172,allCategories.csv
Fair,198.0,233,193,163,allCategories.csv
Fair,198.0,222,201,174,allCategories.csv
Fair,198.0,241,192,155,allCategories.csv
Fair,198.0,240,193,156,allCategories.csv
Fair,197.5,229,193,166,allCategories.csv
Fair,197.5,236,198,159,allShades.csv
Fair,197.5,225,205,170,allNumbers.csv
Fair,197.5,227,194,168,allCategories.csv
Fair,197.5,250,202,145,allCategories.csv
Fair,197.5,238,192,157,allCategories.csv
Fair,197.5,227,197,168,allCategories.csv
Fair,197.5,246,203,149,allCategories.csv
Fair,197.5,240,211,155,allCategories.csv
Fair,197.5,231,192,164,allShades.csv
Fair,197.5,228,193,167,allCategories.csv
Fair,197.5,224,192,171,allCategories.csv
Fair,197.5,250,206,145,allCategories.csv
Fair,197.5,253,190,142,allNumbers.csv
Fair,197.5,235,198,160,allNumbers.csv
Fair,197.5,243,199,152,allCategories.csv
Fair,197.5,231,196,164,allCategories.csv
Fair,197.5,242,197,153,allNumbers.csv
Fair,197.5,232,197,163,allShades.csv
Fair,197.5,231,199,164,allCategories.csv
Fair,197.5,243,195,152,allCategories.csv
Fair,197.5,220,187,175,allCategories.csv
Fair,197.5,222,198,173,allCategories.csv
Fair,197.5,239,195,156,allNumbers.csv
Fair,197.5,233,198,162,allCategories.csv
Fair,197.5,221,199,174,allCategories.csv
Fair,197.5,226,204,169,allCategories.csv
Fair,197.5,223,192,172,allCategories.csv
Fair,197.5,243,192,152,allCategories.csv
Fair,197.5,243,186,152,allCategories.csv
Fair,197.5,234,197,161,allCategories.csv
Fair,197.5,232,204,163,allCategories.csv
Fair,197.5,235,192,160,allCategories.csv
Fair,197.0,225,195,169,allCategories.csv
Fair,197.0,223,193,171,allCategories.csv
Fair,197.0,242,200,152,allShades.csv
Fair,197.0,232,193,162,allCategories.csv
Fair,197.0,220,194,174,allCategories.csv
Fair,197.0,239,203,155,allShades.csv
Fair,197.0,243,185,151,allCategories.csv
Fair,197.0,223,192,171,allCategories.csv
Fair,197.0,235,193,159,allCategories.csv
Fair,197.0,239,197,155,allShades.csv
Fair,197.0,229,184,165,allCategories.csv
Fair,197.0,227,185,167,allCategories.csv
Fair,197.0,242,189,152,allCategories.csv
Fair,197.0,246,196,148,allCategories.csv
Fair,197.0,240,196,154,allCategories.csv
Fair,197.0,221,194,173,allCategories.csv
Fair,197.0,238,194,156,allCategories.csv
Fair,197.0,241,198,153,allCategories.csv
Fair,197.0,234,192,160,allCategories.csv
Fair,197.0,247,184,147,allCategories.csv
Fair,197.0,230,197,164,allNumbers.csv
Fair,197.0,224,182,170,allCategories.csv
Fair,197.0,237,193,157,allShades.csv
Fair,197.0,227,196,167,allCategories.csv
Fair,197.0,234,197,160,allCategories.csv
Fair,197.0,231,198,163,allCategories.csv
Fair,197.0,221,198,173,allCategories.csv
Fair,197.0,217,195,177,allCategories.csv
Fair,197.0,244,191,150,allCategories.csv
Fair,197.0,238,196,156,allCategories.csv
Fair,197.0,236,192,158,allCategories.csv
Fair,197.0,229,192,165,allCategories.csv
Fair,197.0,241,193,153,allCategories.csv
Fair,196.5,229,198,164,allCategories.csv
Fair,196.5,247,184,146,allCategories.csv
Fair,196.5,229,182,164,allCategories.csv
Fair,196.5,236,194,157,allCategories.csv
Fair,196.5,224,193,169,allCategories.csv
Fair,196.5,227,195,166,allNumbers.csv
Fair,196.5,229,197,164,allCategories.csv
Fair,196.5,235,189,158,allCategories.csv
Fair,196.5,245,194,148,allCategories.csv
Fair,196.5,224,199,169,allShades.csv
Fair,196.5,234,190,159,allCategories.csv
Fair,196.5,231,190,162,allCategories.csv
Fair,196.5,232,191,161,allCategories.csv
Fair,196.5,251,197,142,allCategories.csv
Fair,196.5,228,183,165,allCategories.csv
Fair,196.5,221,193,172,allShades.csv
Fair,196.5,224,195,169,allCategories.csv
Fair,196.5,226,195,167,allCategories.csv
Fair,196.5,237,193,156,allNumbers.csv
Fair,196.5,233,198,160,allCategories.csv
Fair,196.5,221,191,172,allCategories.csv
Fair,196.5,238,200,155,allCategories.csv
Fair,196.5,242,200,151,allCategories.csv
Fair,196.5,228,204,165,allCategories.csv
Fair,196.5,235,200,158,allCategories.csv
Fair,196.5,234,194,159,allCategories.csv
Fair,196.5,221,190,172,allNumbers.csv
Fair,196.5,239,201,154,allCategories.csv
Fair,196.5,241,194,152,allShades.csv
Fair,196.5,235,201,158,allCategories.csv
Fair,196.5,225,200,168,allCategories.csv
Fair,196.35,229,179,154,shades.csv
Fair,196.35,220,183,154,shades.csv
Fair,196.35,227,179,133,shades.csv
Fair,196.35,227,178,150,shades.csv
Fair,196.35,232,178,156,shades.csv
Fair,196.35,232,180,129,shades.csv
Fair,196.35,235,176,138,shades.csv
Fair,196.35,234,177,129,shades.csv
Fair,196.35,220,181,156,shades.csv
Fair,196.35,231,179,145,shades.csv
Fair,196.35,217,184,143,shades.csv
Fair,196.35,227,179,145,shades.csv
Fair,196.35,228,179,142,shades.csv
Fair,196.35,227,180,144,shades.csv
Fair,196.35,222,181,139,shades.csv
Fair,196.35,226,181,151,shades.csv
Fair,196.35,234,177,122,shades.csv
Fair,196.35,229,181,147,shades.csv
Fair,196.0,230,185,162,allCategories.csv
Fair,196.0,233,197,159,allCategories.csv
Fair,196.0,216,190,176,allCategories.csv
Fair,196.0,229,194,163,allCategories.csv
Fair,196.0,244,197,148,allCategories.csv
Fair,196.0,241,174,151,allCategories.csv
Fair,196.0,231,195,161,allCategories.csv
Fair,196.0,234,194,158,allCategories.csv
Fair,196.0,230,196,162,allCategories.csv
Fair,196.0,231,199,161,allCategories.csv
Fair,196.0,226,193,166,allShades.csv
Fair,196.0,241,192,151,allShades.csv
Fair,196.0,240,198,152,allNumbers.csv
Fair,196.0,234,196,158,allCategories.csv
Fair,196.0,223,190,169,allCategories.csv
Fair,196.0,238,178,154,allCategories.csv
Fair,196.0,227,191,165,allNumbers.csv
Fair,196.0,233,204,159,allNumbers.csv
Fair,196.0,232,195,160,allNumbers.csv
Fair,196.0,230,192,162,allShades.csv
Fair,196.0,233,195,159,allCategories.csv
Fair,196.0,237,195,155,allCategories.csv
Fair,196.0,226,194,166,allCategories.csv
Fair,196.0,233,198,159,allCategories.csv
Fair,196.0,235,182,157,allCategories.csv
Fair,195.5,236,196,155,allCategories.csv
Fair,195.5,229,190,162,allCategories.csv
Fair,195.5,241,179,150,allCategories.csv
Fair,195.5,234,195,157,allCategories.csv
Fair,195.5,242,195,149,allNumbers.csv
Fair,195.5,235,193,156,allNumbers.csv
Fair,195.5,233,202,158,allCategories.csv
Fair,195.5,232,185,159,allCategories.csv
Fair,195.5,224,191,167,allCategories.csv
Fair,195.5,224,197,167,allCategories.csv
Fair,195.5,250,180,141,allCategories.csv
Fair,195.5,243,192,148,allCategories.csv
Fair,195.5,236,191,155,allCategories.csv
Fair,195.5,236,199,155,allCategories.csv
Fair,195.5,229,196,162,allCategories.csv
Fair,195.5,234,192,157,allCategories.csv
Fair,195.5,239,192,152,allCategories.csv
Fair,195.5,241,194,150,allCategories.csv
Fair,195.5,226,183,165,allCategories.csv
Fair,195.5,226,194,165,allCategories.csv
Fair,195.5,237,190,154,allCategories.csv
Fair,195.5,232,194,159,allCategories.csv
Fair,195.5,222,198,169,allCategories.csv
Fair,195.5,244,195,147,allNumbers.csv
Fair,195.0,245,180,145,allCategories.csv
Fair,195.0,236,197,154,allCategories.csv
Fair,195.0,242,197,148,allNumbers.csv
Fair,195.0,225,192,165,allCategories.csv
Fair,195.0,231,190,159,allCategories.csv
Fair,195.0,234,195,156,allCategories.csv
Fair,195.0,232,195,158,allCategories.csv
Fair,195.0,238,195,152,allCategories.csv
Fair,195.0,232,190,158,allNumbers.csv
Fair,195.0,225,186,165,allCategories.csv
Fair,195.0,223,196,167,allCategories.csv
Fair,195.0,235,192,155,allCategories.csv
Fair,195.0,245,189,145,allCategories.csv
Fair,195.0,237,174,153,allCategories.csv
Fair,195.0,236,193,154,allCategories.csv
Fair,195.0,234,197,156,allCategories.csv
Fair,195.0,249,194,141,allNumbers.csv
Fair,195.0,240,197,150,allCategories.csv
Fair,195.0,221,193,169,allNumbers.csv
Fair,195.0,233,185,157,allCategories.csv
Fair,195.0,232,192,158,allCategories.csv
Fair,195.0,233,182,157,allCategories.csv
Fair,194.5,229,193,160,allCategories.csv
Fair,194.5,233,193,156,allNumbers.csv
Fair,194.5,232,192,157,allCategories.csv
Fair,194.5,236,200,153,allNumbers.csv
Fair,194.5,235,178,154,allNumbers.csv
Fair,194.5,222,197,167,allNumbers.csv
Fair,194.5,245,194,144,allCategories.csv
Fair,194.5,234,191,155,allCategories.csv
Fair,194.5,239,184,150,allCategories.csv
Fair,194.5,233,194,156,allCategories.csv
Fair,194.5,219,192,170,allNumbers.csv
Fair,194.5,232,190,157,allCategories.csv
Fair,194.5,229,195,160,allNumbers.csv
Fair,194.5,233,189,156,allCategories.csv
Fair,194.5,233,195,156,allNumbers.csv
Fair,194.5,236,194,153,allCategories.csv
Fair,194.5,226,191,163,allCategories.csv
Fair,194.5,234,202,155,allCategories.csv
Fair,194.5,230,178,159,allCategories.csv
Fair,194.5,237,194,152,allCategories.csv
Fair,194.5,220,191,169,allCategories.csv
Fair,194.5,237,179,152,allCategories.csv
Fair,194.5,238,191,151,allCategories.csv
Fair,194.5,244,197,145,allCategories.csv
Fair,194.5,233,177,156,allCategories.csv
Fair,194.5,219,190,170,allCategories.csv
Fair,194.5,225,182,164,allCategories.csv
Fair,194.5,223,190,166,allCategories.csv
Fair,194.5,221,190,168,allCategories.csv
Fair,194.0,235,192,153,allCategories.csv
Fair,194.0,228,201,160,allCategories.csv
Fair,194.0,231,196,157,allNumbers.csv
Fair,194.0,228,183,160,allCategories.csv
Fair,194.0,246,194,142,allNumbers.csv
Fair,194.0,226,193,162,allCategories.csv
Fair,194.0,219,194,169,allCategories.csv
Fair,194.0,229,199,159,allCategories.csv
Fair,194.0,228,192,160,allCategories.csv
Fair,194.0,229,189,159,allCategories.csv
Fair,194.0,229,181,159,allCategories.csv
Fair,194.0,238,178,150,allCategories.csv
Fair,194.0,237,180,151,allCategories.csv
Fair,194.0,242,183,146,allCategories.csv
Fair,194.0,239,173,149,allCategories.csv
Fair,194.0,221,191,167,allCategories.csv
Fair,194.0,227,195,161,allCategories.csv
Fair,194.0,234,198,154,allCategories.csv
Fair,194.0,233,178,155,allNumbers.csv
Fair,194.0,236,194,152,allShades.csv
Fair,194.0,229,180,159,allCategories.csv
Fair,194.0,227,193,161,allCategories.csv
Fair,194.0,231,191,157,allNumbers.csv
Fair,194.0,228,195,160,allCategories.csv
Fair,194.0,240,190,148,allCategories.csv
Fair,194.0,239,197,149,allCategories.csv
Fair,194.0,223,199,165,allCategories.csv
Fair,193.8,229,174,134,shades.csv
Fair,193.8,221,179,149,shades.csv
Fair,193.8,231,174,133,shades.csv
Fair,193.8,216,181,147,shades.csv
Fair,193.8,221,179,145,shades.csv
Fair,193.8,235,173,129,shades.csv
Fair,193.8,229,177,137,shades.csv
Fair,193.8,229,174,135,shades.csv
Fair,193.8,233,176,121,shades.csv
Fair,193.8,221,180,145,shades.csv
Fair,193.8,220,178,154,shades.csv
Fair,193.8,212,181,136,shades.csv
Fair,193.8,233,176,133,shades.csv
Fair,193.8,231,173,130,shades.csv
Fair,193.8,222,179,153,shades.csv
Fair,193.8,220,178,151,shades.csv
Fair,193.8,222,176,158,shades.csv
Fair,193.8,221,180,150,shades.csv
Fair,193.8,225,175,140,shades.csv
Fair,193.5,230,195,157,allCategories.csv
Fair,193.5,220,191,167,allShades.csv
Fair,193.5,233,194,154,allCategories.csv
Fair,193.5,234,197,153,allCategories.csv
Fair,193.5,242,184,145,allCategories.csv
Fair,193.5,217,183,170,allCategories.csv
Fair,193.5,229,195,158,allCategories.csv
Fair,193.5,223,194,164,allCategories.csv
Fair,193.5,225,178,162,allCategories.csv
Fair,193.5,238,190,149,allCategories.csv
Fair,193.5,240,190,147,allNumbers.csv
Fair,193.5,238,179,149,allCategories.csv
Fair,193.5,232,194,155,allNumbers.csv
Fair,193.5,242,186,145,allCategories.csv
Fair,193.5,227,195,160,allCategories.csv
Fair,193.5,243,192,144,allCategories.csv
Fair,193.5,236,192,151,allCategories.csv
Fair,193.5,232,184,155,allCategories.csv
Fair,193.5,223,193,164,allCategories.csv
Fair,193.5,228,181,159,allCategories.csv
Fair,193.5,227,179,160,allNumbers.csv
Fair,193.5,222,184,165,allCategories.csv
Fair,193.5,232,190,155,allNumbers.csv
Fair,193.5,227,178,160,allCategories.csv
Fair,193.0,231,186,155,allCategories.csv
Fair,193.0,239,180,147,allShades.csv
Fair,193.0,230,194,156,allShades.csv
Fair,193.0,222,194,164,allNumbers.csv
Fair,193.0,228,193,158,allShades.csv
Fair,193.0,238,189,148,allCategories.csv
Fair,193.0,232,189,154,allCategories.csv
Fair,193.0,240,200,146,allCategories.csv
Fair,193.0,243,196,143,allCategories.csv
Fair,193.0,240,185,146,allCategories.csv
Fair,193.0,229,191,157,allCategories.csv
Fair,193.0,238,183,148,allCategories.csv
Fair,193.0,228,180,158,allCategories.csv
Fair,193.0,253,193,133,allNumbers.csv
Fair,193.0,222,196,164,allCategories.csv
Fair,193.0,234,180,152,allCategories.csv
Fair,193.0,212,194,174,allNumbers.csv
Fair,193.0,216,192,170,allCategories.csv
Fair,193.0,241,196,145,allCategories.csv
Fair,193.0,235,192,151,allCategories.csv
Fair,193.0,229,189,157,allNumbers.csv
Fair,193.0,230,197,156,allCategories.csv
Fair,193.0,215,195,171,allCategories.csv
Fair,193.0,228,192,158,allCategories.csv
Fair,193.0,241,191,145,allCategories.csv
Fair,193.0,225,190,161,allCategories.csv
Fair,193.0,237,183,149,allCategories.csv
Fair,193.0,224,193,162,allShades.csv
Fair,192.5,223,177,162,allShades.csv
Fair,192.5,236,183,149,allNumbers.csv
Fair,192.5,227,179,158,allNumbers.csv
Fair,192.5,244,178,141,allCategories.csv
Fair,192.5,241,185,144,allNumbers.csv
Fair,192.5,233,186,152,allCategories.csv
Fair,192.5,232,182,153,allCategories.csv
Fair,192.5,230,184,155,allCategories.csv
Fair,192.5,225,191,160,allNumbers.csv
Fair,192.5,227,181,158,allCategories.csv
Fair,192.5,234,178,151,allShades.csv
Fair,192.5,220,198,165,allCategories.csv
Fair,192.5,227,197,158,allNumbers.csv
Fair,192.5,237,182,148,allShades.csv
Fair,192.5,235,191,150,allCategories.csv
Fair,192.5,232,189,153,allCategories.csv
Fair,192.5,227,180,158,allCategories.csv
Fair,192.5,228,190,157,allShades.csv
Fair,192.5,226,180,159,allShades.csv
Fair,192.5,239,181,146,allNumbers.csv
Fair,192.5,237,200,148,allNumbers.csv
Fair,192.5,231,189,154,allCategories.csv
Fair,192.5,232,190,153,allCategories.csv
Fair,192.5,217,193,168,allCategories.csv
Fair,192.5,232,193,153,allCategories.csv
Fair,192.5,233,196,152,allShades.csv
Fair,192.5,231,201,154,allCategories.csv
Fair,192.0,228,192,156,allCategories.csv
Fair,192.0,232,182,152,allCategories.csv
Fair,192.0,250,193,134,allNumbers.csv
Fair,192.0,225,178,159,allCategories.csv
Fair,192.0,228,182,156,allCategories.csv
Fair,192.0,226,198,158,allCategories.csv
Fair,192.0,220,189,164,allShades.csv
Fair,192.0,238,191,146,allCategories.csv
Fair,192.0,233,193,151,allCategories.csv
Fair,192.0,225,183,159,allCategories.csv
Fair,192.0,233,199,151,allCategories.csv
Fair,192.0,232,178,152,allNumbers.csv
Fair,192.0,224,187,160,allCategories.csv
Fair,192.0,224,196,160,allCategories.csv
Fair,192.0,233,190,151,allCategories.csv
Fair,192.0,243,193,141,allShades.csv
Fair,192.0,230,185,154,allNumbers.csv
Fair,192.0,233,182,151,allShades.csv
Fair,192.0,241,175,143,allCategories.csv
Fair,192.0,221,195,163,allCategories.csv
Fair,192.0,233,189,151,allCategories.csv
Fair,192.0,243,195,141,allCategories.csv
Fair,192.0,234,197,150,allShades.csv
Fair,191.5,244,194,139,allNumbers.csv
Fair,191.5,213,193,170,allNumbers.csv
Fair,191.5,236,193,147,allCategories.csv
Fair,191.5,233,192,150,allCategories.csv
Fair,191.5,237,193,146,allCategories.csv
Fair,191.5,235,194,148,allCategories.csv
Fair,191.5,243,185,140,allCategories.csv
Fair,191.5,231,194,152,allNumbers.csv
Fair,191.5,241,196,142,allShades.csv
Fair,191.5,230,178,153,allCategories.csv
Fair,191.5,231,178,152,allCategories.csv
Fair,191.5,219,193,164,allCategories.csv
Fair,191.5,225,190,158,allCategories.csv
Fair,191.5,224,199,159,allNumbers.csv
Fair,191.5,240,179,143,allCategories.csv
Fair,191.5,235,177,148,allNumbers.csv
Fair,191.5,227,192,156,allCategories.csv
Fair,191.5,245,181,138,allShades.csv
Fair,191.5,215,190,168,allCategories.csv
Fair,191.25,226,174,142,shades.csv
Fair,191.25,246,167,98,shades.csv
Fair,191.25,219,174,133,shades.csv
Fair,191.25,229,173,139,shades.csv
Fair,191.25,225,173,129,shades.csv
Fair,191.25,229,173,138,shades.csv
Fair,191.25,216,176,140,shades.csv
Fair,191.25,220,177,125,shades.csv
Fair,191.25,223,173,137,shades.csv
Fair,191.25,215,177,130,shades.csv
Fair,191.25,240,167,98,shades.csv
Fair,191.25,226,172,124,shades.csv
Fair,191.25,221,177,132,shades.csv
Fair,191.25,217,178,141,shades.csv
Fair,191.25,233,169,134,shades.csv
Fair,191.25,222,175,145,shades.csv
Fair,191.25,231,171,116,shades.csv
Fair,191.25,231,170,141,shades.csv
