tone_label,L_value,R,G,B,source_file
Fair,209.5,235,205,184,allShades.csv
Fair,209.5,236,207,183,allCategories.csv
Fair,209.5,237,205,182,allCategories.csv
Fair,209.5,248,199,171,allCategories.csv
Fair,209.5,234,207,185,allCategories.csv
Fair,209.5,242,211,177,allNumbers.csv
Fair,209.5,243,207,176,allNumbers.csv
Fair,209.5,234,212,185,allCategories.csv
Fair,209.5,251,210,168,allCategories.csv
Fair,209.5,241,198,178,allNumbers.csv
Fair,209.5,236,204,183,allNumbers.csv
Fair,209.5,243,205,176,allCategories.csv
Fair,209.5,243,206,176,allCategories.csv
Fair,209.5,253,205,166,allCategories.csv
Fair,209.5,254,204,165,allCategories.csv
Fair,209.5,240,206,179,allCategories.csv
Fair,209.5,241,193,178,allCategories.csv
Fair,209.5,238,200,181,allCategories.csv
Fair,209.5,240,194,179,allCategories.csv
Fair,209.5,240,200,179,allCategories.csv
Fair,209.1,230,198,173,shades.csv
Fair,209.1,233,196,177,shades.csv
Fair,209.1,238,193,160,shades.csv
Fair,209.1,248,191,136,shades.csv
Fair,209.1,238,196,152,shades.csv
Fair,209.1,236,195,165,shades.csv
Fair,209.1,238,194,158,shades.csv
Fair,209.1,234,196,159,shades.csv
Fair,209.1,243,192,149,shades.csv
Fair,209.1,236,195,161,shades.csv
Fair,209.1,223,199,168,shades.csv
Fair,209.1,251,190,145,shades.csv
Fair,209.1,247,188,183,shades.csv
Fair,209.1,234,196,174,shades.csv
Fair,209.1,238,193,162,shades.csv
Fair,209.1,232,198,163,shades.csv
Fair,209.0,242,202,176,allCategories.csv
Fair,209.0,242,200,176,allCategories.csv
Fair,209.0,236,210,182,allCategories.csv
Fair,209.0,242,209,176,allCategories.csv
Fair,209.0,239,211,179,allCategories.csv
Fair,209.0,240,206,178,allCategories.csv
Fair,209.0,244,212,174,allCategories.csv
Fair,209.0,241,209,177,allNumbers.csv
Fair,209.0,241,211,177,allCategories.csv
Fair,209.0,237,210,181,allCategories.csv
Fair,209.0,237,205,181,allCategories.csv
Fair,209.0,240,195,178,allCategories.csv
Fair,209.0,245,204,173,allCategories.csv
Fair,209.0,241,219,177,allNumbers.csv
Fair,209.0,243,204,175,allCategories.csv
Fair,209.0,252,207,166,allCategories.csv
Fair,209.0,246,204,172,allCategories.csv
Fair,209.0,239,209,179,allShades.csv
Fair,209.0,237,200,181,allCategories.csv
Fair,209.0,235,206,183,allShades.csv
Fair,209.0,242,206,176,allCategories.csv
Fair,209.0,238,195,180,allCategories.csv
Fair,209.0,255,200,163,allNumbers.csv
Fair,208.5,234,205,183,allCategories.csv
Fair,208.5,244,204,173,allCategories.csv
Fair,208.5,234,203,183,allCategories.csv
Fair,208.5,246,206,171,allCategories.csv
Fair,208.5,234,207,183,allCategories.csv
Fair,208.5,245,212,172,allCategories.csv
Fair,208.5,240,205,177,allCategories.csv
Fair,208.5,243,204,174,allCategories.csv
Fair,208.5,245,208,172,allCategories.csv
Fair,208.5,242,197,175,allCategories.csv
Fair,208.5,232,197,185,allCategories.csv
Fair,208.5,248,214,169,allCategories.csv
Fair,208.5,252,205,165,allNumbers.csv
Fair,208.5,245,207,172,allNumbers.csv
Fair,208.5,234,208,183,allNumbers.csv
Fair,208.5,243,202,174,allCategories.csv
Fair,208.5,241,202,176,allCategories.csv
Fair,208.5,237,203,180,allCategories.csv
Fair,208.5,242,212,175,allShades.csv
Fair,208.5,246,211,171,allCategories.csv
Fair,208.5,237,202,180,allCategories.csv
Fair,208.5,248,200,169,allCategories.csv
Fair,208.5,238,208,179,allCategories.csv
Fair,208.5,241,207,176,allCategories.csv
Fair,208.5,245,205,172,allCategories.csv
Fair,208.5,245,201,172,allCategories.csv
Fair,208.5,245,199,172,allShades.csv
Fair,208.5,236,207,181,allCategories.csv
Fair,208.0,236,206,180,allCategories.csv
Fair,208.0,239,203,177,allCategories.csv
Fair,208.0,237,209,179,allCategories.csv
Fair,208.0,254,198,162,allCategories.csv
Fair,208.0,242,218,174,allCategories.csv
Fair,208.0,245,199,171,allCategories.csv
Fair,208.0,237,201,179,allCategories.csv
Fair,208.0,237,204,179,allNumbers.csv
Fair,208.0,252,204,164,allNumbers.csv
Fair,208.0,246,208,170,allCategories.csv
Fair,208.0,242,206,174,allShades.csv
Fair,208.0,246,209,170,allCategories.csv
Fair,208.0,243,205,173,allCategories.csv
Fair,208.0,243,208,173,allShades.csv
Fair,208.0,231,208,185,allCategories.csv
Fair,208.0,230,207,186,allCategories.csv
Fair,208.0,237,213,179,allShades.csv
Fair,208.0,240,203,176,allCategories.csv
Fair,208.0,237,207,179,allNumbers.csv
Fair,208.0,237,200,179,allCategories.csv
Fair,207.5,254,207,161,allCategories.csv
Fair,207.5,236,204,179,allCategories.csv
Fair,207.5,232,212,183,allCategories.csv
Fair,207.5,250,204,165,allCategories.csv
Fair,207.5,241,201,174,allCategories.csv
Fair,207.5,234,206,181,allCategories.csv
Fair,207.5,252,208,163,allCategories.csv
Fair,207.5,239,198,176,allCategories.csv
Fair,207.5,247,195,168,allCategories.csv
Fair,207.5,248,203,167,allCategories.csv
Fair,207.5,244,209,171,allShades.csv
Fair,207.5,230,207,185,allCategories.csv
Fair,207.5,237,199,178,allCategories.csv
Fair,207.5,254,194,161,allCategories.csv
Fair,207.5,237,204,178,allShades.csv
Fair,207.5,248,205,167,allNumbers.csv
Fair,207.5,246,205,169,allShades.csv
Fair,207.5,239,205,176,allCategories.csv
Fair,207.5,237,206,178,allCategories.csv
Fair,207.5,235,215,180,allCategories.csv
Fair,207.5,235,208,180,allCategories.csv
Fair,207.5,243,205,172,allNumbers.csv
Fair,207.5,241,195,174,allCategories.csv
Fair,207.5,241,205,174,allCategories.csv
Fair,207.5,240,205,175,allCategories.csv
Fair,207.5,224,205,191,allNumbers.csv
Fair,207.5,244,210,171,allCategories.csv
Fair,207.5,238,210,177,allCategories.csv
Fair,207.5,241,203,174,allCategories.csv
Fair,207.5,242,205,173,allCategories.csv
Fair,207.5,237,201,178,allCategories.csv
Fair,207.5,246,202,169,allCategories.csv
Fair,207.0,239,197,175,allCategories.csv
Fair,207.0,254,198,160,allCategories.csv
Fair,207.0,242,215,172,allShades.csv
Fair,207.0,241,202,173,allCategories.csv
Fair,207.0,235,199,179,allNumbers.csv
Fair,207.0,250,195,164,allCategories.csv
Fair,207.0,239,202,175,allNumbers.csv
Fair,207.0,238,199,176,allCategories.csv
Fair,207.0,246,207,168,allCategories.csv
Fair,207.0,242,203,172,allCategories.csv
Fair,207.0,237,197,177,allCategories.csv
Fair,207.0,240,200,174,allCategories.csv
Fair,207.0,239,216,175,allCategories.csv
Fair,207.0,250,212,164,allCategories.csv
Fair,207.0,242,207,172,allNumbers.csv
Fair,207.0,240,201,174,allCategories.csv
Fair,207.0,238,193,176,allCategories.csv
Fair,207.0,239,206,175,allCategories.csv
Fair,207.0,246,212,168,allCategories.csv
Fair,207.0,232,193,182,allCategories.csv
Fair,207.0,239,201,175,allCategories.csv
Fair,207.0,243,207,171,allCategories.csv
Fair,207.0,241,196,173,allCategories.csv
Fair,207.0,235,200,179,allCategories.csv
Fair,207.0,238,202,176,allCategories.csv
Fair,207.0,244,204,170,allCategories.csv
Fair,207.0,237,194,177,allCategories.csv
Fair,207.0,246,199,168,allShades.csv
Fair,207.0,244,205,170,allCategories.csv
Fair,206.55,242,191,145,shades.csv
Fair,206.55,243,191,144,shades.csv
Fair,206.55,234,195,152,shades.csv
Fair,206.55,238,191,163,shades.csv
Fair,206.55,235,191,147,shades.csv
Fair,206.55,234,193,172,shades.csv
Fair,206.55,240,192,146,shades.csv
Fair,206.55,237,192,163,shades.csv
Fair,206.55,247,190,135,shades.csv
Fair,206.55,239,191,153,shades.csv
Fair,206.55,225,194,168,shades.csv
Fair,206.55,235,192,149,shades.csv
Fair,206.55,237,190,152,shades.csv
Fair,206.5,244,204,169,allCategories.csv
Fair,206.5,238,202,175,allCategories.csv
Fair,206.5,236,198,177,allCategories.csv
Fair,206.5,251,201,162,allCategories.csv
Fair,206.5,230,203,183,allNumbers.csv
Fair,206.5,236,196,177,allCategories.csv
Fair,206.5,243,201,170,allCategories.csv
Fair,206.5,230,193,183,allCategories.csv
Fair,206.5,246,207,167,allCategories.csv
Fair,206.5,238,209,175,allShades.csv
Fair,206.5,239,212,174,allShades.csv
Fair,206.5,247,203,166,allCategories.csv
Fair,206.5,239,211,174,allShades.csv
Fair,206.5,230,205,183,allCategories.csv
Fair,206.5,252,199,161,allNumbers.csv
Fair,206.5,248,193,165,allCategories.csv
Fair,206.5,232,204,181,allCategories.csv
Fair,206.5,250,212,163,allCategories.csv
Fair,206.5,249,201,164,allCategories.csv
Fair,206.5,243,200,170,allCategories.csv
Fair,206.5,250,199,163,allCategories.csv
Fair,206.5,239,208,174,allNumbers.csv
Fair,206.5,246,200,167,allCategories.csv
Fair,206.5,239,201,174,allCategories.csv
Fair,206.5,232,206,181,allCategories.csv
Fair,206.5,244,201,169,allCategories.csv
Fair,206.5,238,194,175,allNumbers.csv
Fair,206.5,240,202,173,allNumbers.csv
Fair,206.5,242,198,171,allShades.csv
Fair,206.0,232,206,180,allCategories.csv
Fair,206.0,233,203,179,allCategories.csv
Fair,206.0,244,203,168,allCategories.csv
Fair,206.0,233,202,179,allNumbers.csv
Fair,206.0,235,199,177,allCategories.csv
Fair,206.0,228,205,184,allShades.csv
Fair,206.0,236,205,176,allCategories.csv
Fair,206.0,249,206,163,allCategories.csv
Fair,206.0,239,209,173,allShades.csv
Fair,206.0,234,207,178,allShades.csv
Fair,206.0,254,194,158,allNumbers.csv
Fair,206.0,234,199,178,allNumbers.csv
Fair,206.0,248,197,164,allCategories.csv
Fair,206.0,243,205,169,allCategories.csv
Fair,206.0,236,203,176,allCategories.csv
Fair,206.0,244,199,168,allCategories.csv
Fair,206.0,252,195,160,allCategories.csv
Fair,206.0,240,203,172,allCategories.csv
Fair,206.0,253,203,159,allCategories.csv
Fair,206.0,241,205,171,allCategories.csv
Fair,206.0,242,198,170,allCategories.csv
Fair,206.0,250,202,162,allCategories.csv
Fair,206.0,252,198,160,allCategories.csv
Fair,206.0,239,203,173,allCategories.csv
Fair,206.0,226,208,186,allCategories.csv
Fair,206.0,234,209,178,allCategories.csv
Fair,206.0,230,197,182,allCategories.csv
Fair,206.0,242,210,170,allCategories.csv
Fair,206.0,235,202,177,allCategories.csv
Fair,206.0,234,204,178,allCategories.csv
Fair,206.0,243,198,169,allCategories.csv
Fair,205.5,237,198,174,allCategories.csv
Fair,205.5,231,210,180,allCategories.csv
Fair,205.5,236,190,175,allCategories.csv
Fair,205.5,242,201,169,allCategories.csv
Fair,205.5,237,192,174,allShades.csv
Fair,205.5,235,206,176,allNumbers.csv
Fair,205.5,243,195,168,allNumbers.csv
Fair,205.5,244,207,167,allCategories.csv
Fair,205.5,232,202,179,allCategories.csv
Fair,205.5,235,192,176,allCategories.csv
Fair,205.5,233,208,178,allShades.csv
Fair,205.5,227,198,184,allCategories.csv
Fair,205.5,253,207,158,allNumbers.csv
Fair,205.5,235,193,176,allShades.csv
Fair,205.5,245,203,166,allShades.csv
Fair,205.5,251,200,160,allCategories.csv
Fair,205.5,235,200,176,allCategories.csv
Fair,205.5,235,197,176,allCategories.csv
Fair,205.5,237,196,174,allCategories.csv
Fair,205.5,234,207,177,allCategories.csv
Fair,205.5,227,209,184,allCategories.csv
Fair,205.5,238,198,173,allCategories.csv
Fair,205.5,249,200,162,allCategories.csv
Fair,205.5,236,198,175,allCategories.csv
Fair,205.5,232,197,179,allCategories.csv
Fair,205.5,236,204,175,allCategories.csv
Fair,205.5,232,206,179,allCategories.csv
Fair,205.5,240,196,171,allCategories.csv
Fair,205.5,239,200,172,allCategories.csv
Fair,205.5,239,201,172,allCategories.csv
Fair,205.5,248,206,163,allCategories.csv
Fair,205.5,241,197,170,allCategories.csv
Fair,205.5,230,194,181,allCategories.csv
Fair,205.5,247,204,164,allCategories.csv
Fair,205.5,233,200,178,allCategories.csv
Fair,205.5,228,196,183,allCategories.csv
Fair,205.5,244,201,167,allCategories.csv
Fair,205.0,248,193,162,allNumbers.csv
Fair,205.0,246,206,164,allCategories.csv
Fair,205.0,234,201,176,allCategories.csv
Fair,205.0,242,203,168,allCategories.csv
Fair,205.0,229,203,181,allCategories.csv
Fair,205.0,242,208,168,allNumbers.csv
Fair,205.0,236,199,174,allCategories.csv
Fair,205.0,238,205,172,allCategories.csv
Fair,205.0,239,203,171,allShades.csv
Fair,205.0,227,207,183,allCategories.csv
Fair,205.0,240,203,170,allCategories.csv
Fair,205.0,218,200,192,allCategories.csv
Fair,205.0,230,204,180,allCategories.csv
Fair,205.0,240,208,170,allCategories.csv
Fair,205.0,235,205,175,allCategories.csv
Fair,205.0,240,211,170,allNumbers.csv
Fair,205.0,237,201,173,allCategories.csv
Fair,205.0,236,198,174,allCategories.csv
Fair,205.0,234,202,176,allCategories.csv
Fair,205.0,251,199,159,allNumbers.csv
Fair,205.0,242,197,168,allCategories.csv
Fair,205.0,247,194,163,allCategories.csv
Fair,205.0,236,201,174,allCategories.csv
Fair,205.0,233,195,177,allCategories.csv
Fair,205.0,239,198,171,allCategories.csv
Fair,205.0,241,203,169,allCategories.csv
Fair,205.0,229,205,181,allCategories.csv
Fair,204.5,239,202,170,allShades.csv
Fair,204.5,242,207,167,allCategories.csv
Fair,204.5,241,197,168,allCategories.csv
Fair,204.5,243,196,166,allCategories.csv
Fair,204.5,245,201,164,allCategories.csv
Fair,204.5,242,204,167,allCategories.csv
Fair,204.5,250,206,159,allCategories.csv
Fair,204.5,239,206,170,allCategories.csv
Fair,204.5,236,206,173,allCategories.csv
Fair,204.5,240,194,169,allCategories.csv
Fair,204.5,237,192,172,allCategories.csv
Fair,204.5,235,200,174,allCategories.csv
Fair,204.5,235,199,174,allCategories.csv
Fair,204.5,243,193,166,allCategories.csv
Fair,204.5,227,198,182,allCategories.csv
Fair,204.5,233,200,176,allCategories.csv
Fair,204.5,228,201,181,allCategories.csv
Fair,204.5,237,209,172,allCategories.csv
Fair,204.5,235,197,174,allCategories.csv
Fair,204.5,231,202,178,allShades.csv
Fair,204.5,240,206,169,allShades.csv
Fair,204.5,248,198,161,allCategories.csv
Fair,204.5,237,194,172,allNumbers.csv
Fair,204.5,238,203,171,allCategories.csv
Fair,204.5,236,200,173,allCategories.csv
Fair,204.5,251,203,158,allShades.csv
Fair,204.5,238,196,171,allCategories.csv
Fair,204.5,229,195,180,allCategories.csv
Fair,204.5,252,198,157,allNumbers.csv
Fair,204.5,218,197,191,allCategories.csv
Fair,204.5,244,201,165,allCategories.csv
Fair,204.5,243,203,166,allCategories.csv
Fair,204.5,236,204,173,allNumbers.csv
Fair,204.5,246,198,163,allNumbers.csv
Fair,204.5,239,193,170,allCategories.csv
Fair,204.5,243,205,166,allCategories.csv
Fair,204.0,235,189,136,shades.csv
Fair,204.0,238,187,122,shades.csv
Fair,204.0,241,203,167,allShades.csv
Fair,204.0,236,196,172,allNumbers.csv
Fair,204.0,243,188,134,shades.csv
Fair,204.0,230,200,178,allCategories.csv
Fair,204.0,229,191,129,shades.csv
Fair,204.0,240,186,129,shades.csv
Fair,204.0,243,185,137,shades.csv
Fair,204.0,237,195,171,allCategories.csv
Fair,204.0,228,191,154,shades.csv
Fair,204.0,236,201,172,allCategories.csv
Fair,204.0,246,204,162,allCategories.csv
Fair,204.0,239,207,169,allCategories.csv
Fair,204.0,243,193,165,allNumbers.csv
Fair,204.0,215,196,153,shades.csv
Fair,204.0,226,197,182,allCategories.csv
Fair,204.0,236,187,154,shades.csv
Fair,204.0,232,188,164,shades.csv
Fair,204.0,249,207,159,allCategories.csv
Fair,204.0,241,188,150,shades.csv
Fair,204.0,246,198,162,allNumbers.csv
Fair,204.0,232,192,176,allShades.csv
Fair,204.0,232,205,176,allNumbers.csv
Fair,204.0,234,189,166,shades.csv
Fair,204.0,240,185,150,shades.csv
Fair,204.0,233,201,175,allNumbers.csv
Fair,204.0,228,204,180,allCategories.csv
Fair,204.0,242,187,150,shades.csv
Fair,204.0,228,203,180,allCategories.csv
Fair,204.0,231,200,177,allNumbers.csv
Fair,204.0,234,190,158,shades.csv
Fair,204.0,225,202,183,allCategories.csv
Fair,204.0,252,200,156,allCategories.csv
Fair,204.0,232,191,163,shades.csv
Fair,204.0,232,188,153,shades.csv
Fair,204.0,238,186,147,shades.csv
Fair,204.0,225,190,164,shades.csv
Fair,204.0,233,203,175,allCategories.csv
Fair,204.0,233,190,158,shades.csv
Fair,204.0,225,199,183,allCategories.csv
Fair,204.0,236,191,172,allShades.csv
Fair,204.0,248,192,160,allCategories.csv
Fair,204.0,243,199,165,allNumbers.csv
Fair,204.0,234,190,161,shades.csv
Fair,204.0,241,200,167,allCategories.csv
Fair,204.0,234,210,174,allCategories.csv
Fair,204.0,237,206,171,allCategories.csv
Fair,203.5,233,196,174,allCategories.csv
Fair,203.5,232,202,175,allCategories.csv
Fair,203.5,239,205,168,allNumbers.csv
Fair,203.5,239,198,168,allCategories.csv
Fair,203.5,238,192,169,allCategories.csv
Fair,203.5,235,203,172,allCategories.csv
Fair,203.5,235,200,172,allCategories.csv
Fair,203.5,228,194,179,allCategories.csv
Fair,203.5,236,196,171,allCategories.csv
Fair,203.5,238,214,169,allShades.csv
Fair,203.5,246,206,161,allCategories.csv
Fair,203.5,248,204,159,allCategories.csv
Fair,203.5,234,202,173,allCategories.csv
Fair,203.5,234,197,173,allCategories.csv
Fair,203.5,235,199,172,allCategories.csv
Fair,203.5,233,199,174,allCategories.csv
Fair,203.5,237,200,170,allNumbers.csv
Fair,203.5,241,202,166,allCategories.csv
Fair,203.5,238,204,169,allCategories.csv
Fair,203.5,236,201,171,allCategories.csv
Fair,203.5,238,201,169,allCategories.csv
Fair,203.5,240,203,167,allCategories.csv
Fair,203.5,236,203,171,allCategories.csv
Fair,203.5,237,195,170,allCategories.csv
Fair,203.5,232,197,175,allShades.csv
Fair,203.5,230,200,177,allCategories.csv
Fair,203.5,236,204,171,allNumbers.csv
Fair,203.5,240,199,167,allShades.csv
Fair,203.5,238,197,169,allCategories.csv
Fair,203.5,245,196,162,allCategories.csv
Fair,203.5,229,203,178,allCategories.csv
Fair,203.5,230,196,177,allCategories.csv
Fair,203.5,237,193,170,allCategories.csv
Fair,203.5,243,194,164,allCategories.csv
Fair,203.0,234,197,172,allCategories.csv
Fair,203.0,239,185,167,allCategories.csv
Fair,203.0,240,204,166,allCategories.csv
Fair,203.0,234,198,172,allCategories.csv
Fair,203.0,241,201,165,allShades.csv
Fair,203.0,227,197,179,allCategories.csv
Fair,203.0,231,198,175,allCategories.csv
Fair,203.0,232,196,174,allCategories.csv
Fair,203.0,228,202,178,allCategories.csv
Fair,203.0,252,203,154,allCategories.csv
Fair,203.0,251,199,155,allCategories.csv
Fair,203.0,242,202,164,allCategories.csv
Fair,203.0,224,196,182,allCategories.csv
Fair,203.0,238,199,168,allCategories.csv
Fair,203.0,234,203,172,allCategories.csv
Fair,203.0,228,199,178,allCategories.csv
Fair,203.0,237,194,169,allShades.csv
Fair,203.0,236,192,170,allCategories.csv
Fair,203.0,243,192,163,allNumbers.csv
Fair,203.0,243,198,163,allCategories.csv
Fair,203.0,234,196,172,allShades.csv
Fair,203.0,237,214,169,allShades.csv
Fair,203.0,242,197,164,allCategories.csv
Fair,203.0,238,214,168,allShades.csv
Fair,203.0,244,195,162,allCategories.csv
Fair,203.0,227,200,179,allCategories.csv
Fair,203.0,230,192,176,allCategories.csv
Fair,203.0,249,202,157,allShades.csv
Fair,203.0,250,205,156,allNumbers.csv
Fair,203.0,252,198,154,allCategories.csv
Fair,203.0,233,198,173,allCategories.csv
Fair,203.0,240,195,166,allCategories.csv
Fair,203.0,239,195,167,allNumbers.csv
Fair,203.0,239,206,167,allCategories.csv
Fair,203.0,225,202,181,allNumbers.csv
Fair,202.5,225,192,180,allCategories.csv
Fair,202.5,242,203,163,allCategories.csv
Fair,202.5,242,205,163,allCategories.csv
Fair,202.5,250,194,155,allNumbers.csv
Fair,202.5,228,192,177,allCategories.csv
Fair,202.5,228,191,177,allCategories.csv
Fair,202.5,234,196,171,allNumbers.csv
Fair,202.5,227,201,178,allCategories.csv
Fair,202.5,234,197,171,allShades.csv
Fair,202.5,239,198,166,allNumbers.csv
Fair,202.5,232,198,173,allCategories.csv
Fair,202.5,235,204,170,allCategories.csv
Fair,202.5,236,211,169,allShades.csv
Fair,202.5,226,208,179,allCategories.csv
Fair,202.5,243,201,162,allCategories.csv
Fair,202.5,228,195,177,allCategories.csv
Fair,202.5,252,197,153,allNumbers.csv
Fair,202.5,230,196,175,allCategories.csv
Fair,202.5,244,201,161,allCategories.csv
Fair,202.5,252,198,153,allCategories.csv
Fair,202.5,226,204,179,allCategories.csv
Fair,202.5,229,192,176,allCategories.csv
Fair,202.5,224,202,181,allCategories.csv
Fair,202.5,236,199,169,allCategories.csv
Fair,202.5,227,197,178,allCategories.csv
Fair,202.5,235,199,170,allCategories.csv
Fair,202.5,243,206,162,allShades.csv
Fair,202.5,240,205,165,allShades.csv
Fair,202.5,229,202,176,allCategories.csv
Fair,202.5,234,202,171,allNumbers.csv
Fair,202.5,232,199,173,allCategories.csv
Fair,202.5,239,204,166,allCategories.csv
Fair,202.5,223,196,182,allCategories.csv
Fair,202.5,237,198,168,allShades.csv
Fair,202.5,235,198,170,allCategories.csv
Fair,202.0,232,200,172,allCategories.csv
